timestamp,close
2025-01-20 00:00,1249.55
2025-01-21 00:00,1246.09
2025-01-22 00:00,1242.53
2025-01-23 00:00,1259.63
2025-01-24 00:00,1265.05
2025-02-03 00:00,1253.03
2025-02-04 00:00,1264.68
2025-02-05 00:00,1269.61
2025-02-06 00:00,1271.48
2025-02-07 00:00,1275.2
2025-02-10 00:00,1263.26
2025-02-11 00:00,1268.45
2025-02-12 00:00,1266.91
2025-02-13 00:00,1270.35
2025-02-14 00:00,1276.08
2025-02-17 00:00,1272.72
2025-02-18 00:00,1278.14
2025-02-19 00:00,1288.56
2025-02-20 00:00,1292.98
2025-02-21 00:00,1296.75
2025-02-24 00:00,1304.56
2025-02-25 00:00,1303.16
2025-02-26 00:00,1302.96
2025-02-27 00:00,1307.8
2025-02-28 00:00,1305.36
2025-03-03 00:00,1309.37
2025-03-04 00:00,1311.91
2025-03-05 00:00,1304.71
2025-03-06 00:00,1318.22
2025-03-07 00:00,1326.05
2025-03-10 00:00,1330.28
2025-03-11 00:00,1332.54
2025-03-12 00:00,1334.41
2025-03-13 00:00,1326.27
2025-03-14 00:00,1326.15
2025-03-17 00:00,1336.26
2025-03-18 00:00,1330.97
2025-03-19 00:00,1324.63
2025-03-20 00:00,1323.93
2025-03-21 00:00,1321.88
2025-03-24 00:00,1330.32
2025-03-25 00:00,1331.92
2025-03-26 00:00,1326.09
2025-03-27 00:00,1323.81
2025-03-28 00:00,1317.46
2025-03-31 00:00,1306.86
2025-04-01 00:00,1317.33
2025-04-02 00:00,1317.83
2025-04-03 00:00,1229.84
2025-04-04 00:00,1210.67
2025-04-08 00:00,1132.79
2025-04-09 00:00,1094.3
2025-04-10 00:00,1168.34
2025-04-11 00:00,1222.46
2025-04-14 00:00,1241.44
2025-04-15 00:00,1227.79
2025-04-16 00:00,1210.3
2025-04-17 00:00,1217.25
2025-04-18 00:00,1219.12
2025-04-21 00:00,1207.07
2025-04-22 00:00,1197.13
2025-04-23 00:00,1211.0
2025-04-24 00:00,1223.35
2025-04-25 00:00,1229.23
2025-04-28 00:00,1226.8
2025-04-29 00:00,1226.3
2025-05-05 00:00,1240.05
2025-05-06 00:00,1241.95
2025-05-07 00:00,1250.37
2025-05-08 00:00,1269.8
2025-05-09 00:00,1267.3
2025-05-12 00:00,1283.26
2025-05-13 00:00,1293.43
2025-05-14 00:00,1309.73
2025-05-15 00:00,1313.2
2025-05-16 00:00,1301.39
2025-05-19 00:00,1296.29
2025-05-20 00:00,1315.15
2025-05-21 00:00,1323.05
2025-05-22 00:00,1313.84
2025-05-23 00:00,1314.46
2025-05-26 00:00,1332.51
2025-05-27 00:00,1339.81
2025-05-28 00:00,1341.87
2025-05-29 00:00,1341.86
2025-05-30 00:00,1332.6
2025-06-02 00:00,1336.3
2025-06-03 00:00,1347.25
2025-06-04 00:00,1345.74
2025-06-05 00:00,1342.09
2025-06-06 00:00,1329.89
2025-06-09 00:00,1310.57
2025-06-10 00:00,1316.23
2025-06-11 00:00,1315.2
2025-06-12 00:00,1322.99
2025-06-13 00:00,1315.49
2025-06-16 00:00,1338.11
2025-06-17 00:00,1347.69
2025-06-18 00:00,1346.83
2025-06-19 00:00,1352.04
2025-06-20 00:00,1349.35
2025-06-23 00:00,1358.18
2025-06-24 00:00,1366.77
2025-06-25 00:00,1366.75
2025-06-26 00:00,1365.67
2025-06-27 00:00,1371.44
2025-06-30 00:00,1376.07
2025-07-01 00:00,1377.84
2025-07-02 00:00,1384.59
2025-07-03 00:00,1381.96
2025-07-04 00:00,1386.97
2025-07-07 00:00,1402.06
2025-07-08 00:00,1415.46
2025-07-09 00:00,1431.32
2025-07-10 00:00,1445.64
2025-07-11 00:00,1457.76
2025-07-14 00:00,1470.42
2025-07-15 00:00,1460.65
2025-07-16 00:00,1475.47
2025-07-17 00:00,1490.01
2025-07-18 00:00,1497.28
2025-07-21 00:00,1485.05
2025-07-22 00:00,1509.54
2025-07-23 00:00,1512.31
2025-07-24 00:00,1521.02
2025-07-25 00:00,1531.13
2025-07-28 00:00,1557.42
2025-07-29 00:00,1493.41
2025-07-30 00:00,1507.63
2025-07-31 00:00,1502.52
2025-08-01 00:00,1495.21
2025-08-04 00:00,1528.19
2025-08-05 00:00,1547.15
2025-08-06 00:00,1573.71
2025-08-07 00:00,1581.81
2025-08-08 00:00,1584.95
2025-08-11 00:00,1596.86
2025-08-12 00:00,1608.22
2025-08-13 00:00,1611.6
2025-08-14 00:00,1640.69
2025-08-15 00:00,1630.0
2025-08-18 00:00,1636.37
2025-08-19 00:00,1654.2
2025-08-20 00:00,1664.36
2025-08-21 00:00,1688.0
2025-08-22 00:00,1645.47
2025-08-25 00:00,1614.03
2025-08-26 00:00,1667.63
2025-08-27 00:00,1672.78
2025-08-28 00:00,1680.86
2025-08-29 00:00,1682.21
2025-09-03 00:00,1681.3
