ticker,year,quarter,EBITMargin,ROA,ROE,ROIC,EPS,P/B,P/E,RevenueGrowth,GrossProfitGrowth,DebtToEquityRatio
HGM,2025,1,0.81964065,0.69453619,0.84112578,1.22547747,8087.78786476,10.08822948,14.82510325,1.93737315,4.40154922,
HGM,2025,2,0.83757204,0.89183922,1.09147794,1.73325232,16261.93806071,7.36405638,8.43832241,2.33403761,3.05692726,
HHC,2023,1,0.03558197,0.040222,0.088097,0.05275166,639.407699,3.50063189,41.48027239,-0.10697575,0.78514908,0.4773985
HHC,2023,2,0.00031027,0.044905,0.091961,0.05809305,205.18120037,3.01538129,33.52298247,-0.49207311,0.04943303,0.45075699
HHC,2023,3,0.1282094,0.04966427,0.11256843,0.020842,1477.42606874,2.4161037,22.2681447,-0.34994805,0.00255582,0.38414174
HHC,2023,4,-0.0106754,0.03309421,0.08606779,0.04307861,665.37404311,2.06588171,24.98090938,-0.54370238,-0.44347667,0.24938307
HHC,2024,1,0.08166847,0.0390964,0.10066481,0.0490194,1285.39938344,3.04897957,31.70600871,-0.03944908,0.34608598,0.28741946
HHC,2024,2,-0.04511466,0.03436276,0.0949728,0.04352729,80.18595464,2.73119691,29.35823371,-0.12047519,-0.08507992,0.26959487
HHC,2024,3,0.05850155,0.02813303,0.074832,0.01745163,785.71442764,2.84992581,39.05315541,-0.41684512,-0.40225054,0.25351521
HHC,2024,4,0.00502837,0.03285839,0.07133202,0.02382653,443.48695172,3.37081677,48.84630681,0.20778295,0.18968588,0.27333948
HHC,2025,1,0.022904,0.0242365,0.04821777,0.00829792,558.45237729,2.65912883,56.37528711,-0.20597358,-0.23014952,0.27473475
HHC,2025,2,-0.06536975,0.0275349,0.04647318,0.00670123,34.93480493,2.72490769,59.25637979,-0.13161519,-0.14095099,0.24636661
HJS,2023,1,0.31849907,0.146772,0.169215,0.17853423,381.05064753,2.24333564,13.81686202,-0.25150049,-0.37051906,
HJS,2023,2,0.47919025,0.125261,0.144353,0.15283408,826.30836709,2.31057967,14.86814818,-0.24628534,-0.28808474,
HJS,2023,3,0.42095029,0.139491,0.161136,0.17440634,731.26514545,2.12333326,12.9525287,0.02370534,0.4390907,
HJS,2023,4,0.36495719,0.14987237,0.17104462,0.04969145,620.46221206,2.25563861,13.20783869,0.11253281,0.42545993,
HJS,2024,1,0.39327363,0.16373103,0.19211445,0.23039202,636.58889657,2.15731654,11.97317743,0.41485276,0.65059338,
HJS,2024,2,0.47729237,0.16302104,0.1929808,0.24363046,860.53611055,2.37937802,11.75912112,0.06186287,0.04227429,
HJS,2024,3,0.25952722,0.14265656,0.17021105,0.20754208,400.02891642,2.18932663,12.59127615,-0.15763953,-0.4346238,
HJS,2024,4,0.30338662,0.12954046,0.15058492,0.16025617,347.42272897,2.0368576,13.45465744,-0.4087905,-0.44222197,
HJS,2025,1,0.26706781,0.10595772,0.12719793,0.12900094,251.11435059,1.87029009,15.16861279,-0.52781065,-0.59491201,
HJS,2025,2,0.43413304,0.09150224,0.11016841,0.09797251,595.17695799,2.18814787,18.50988575,-0.29798413,-0.32307344,0.01799051
HKT,2023,1,-0.00034822,0.005254,0.010441,0.00484,4.67111272,0.4719244,45.24174099,-0.20759006,0.02898544,0.23297564
HKT,2023,2,0.00527976,0.004527,0.009051,0.00317256,75.33936889,0.36467134,40.50602178,-0.30966425,-0.34446017,0.23132172
HKT,2023,3,0.00319429,0.006681,0.013916,0.00536508,63.09528235,0.41562432,30.02925945,0.50017966,0.23990021,0.28197405
HKT,2023,4,-0.011128,0.00364719,0.00654875,-0.0051831,-10.85849211,0.30402554,46.57698156,0.07035115,-3.91731287,0.2113028
HKT,2024,1,0.00109271,0.00755311,0.01602153,-0.00232183,57.31235826,0.7953398,49.75971536,2.76677113,-0.45923097,0.22964549
HKT,2024,2,0.00915822,0.00789208,0.01498602,-0.00342825,63.82456367,0.73925537,49.60382916,-0.57724551,-0.24477924,0.22838471
HKT,2024,3,0.0169042,0.00957044,0.01551336,-0.00056744,69.86912075,0.75922795,49.40394677,-0.42169406,1.38103821,0.22664867
HKT,2024,4,-0.40106316,0.0024229,0.00361189,0.00176988,-15.50969262,0.69241008,192.04909322,-0.97724284,0.26653782,0.21161577
HKT,2025,1,0.01957019,0.0110238,0.01379383,0.00866835,42.51928605,0.81059899,1707.55284173,-0.67386611,5.292775,
HKT,2025,2,0.01431612,0.00556353,0.00651702,0.00234799,134.24824202,0.946242,146.18991073,-0.35449096,0.23829926,
HLC,2023,1,0.08266432,0.020057,0.145222,0.08600939,822.07411581,0.72991734,5.39941367,-0.18320772,0.11002406,3.35334733
HLC,2023,2,0.07911566,0.025574,0.174651,0.10252259,943.4554935,0.69407827,4.37487379,-0.17163114,0.20388058,2.49904563
HLC,2023,3,0.05894666,0.032206,0.200892,0.11219622,891.23260357,0.80891456,3.9480382,0.00967021,0.01547394,2.46516162
HLC,2023,4,0.06131894,0.03883005,0.24970404,0.12666285,826.24261518,0.78345989,3.33171049,-0.32409725,-0.11712773,2.18314336
HLC,2024,1,0.05260177,0.04214335,0.21510478,0.11613795,839.61477217,0.75719861,3.77084088,0.01567636,-0.23736534,1.77827743
HLC,2024,2,0.08905778,0.04523757,0.21356926,0.11796005,843.03245692,0.81269259,3.58810607,-0.11748375,-0.00023291,2.01694316
HLC,2024,3,0.03922193,0.04248021,0.18480626,0.11080824,444.91720088,0.75695117,3.96098994,-0.28205283,-0.31062224,1.85747806
HLC,2024,4,0.04990071,0.04538142,0.20686643,0.11105375,1324.4414824,0.72104563,3.50520836,0.32719168,0.22189768,1.50377407
HLC,2025,1,0.03151749,0.05102485,0.19833467,0.1207586,591.84339072,0.63316538,3.4329572,0.14736811,-0.06384363,1.27903536
HLC,2025,2,0.04234959,0.05349486,0.20269681,0.1121054,931.68161965,0.72866832,3.40127409,0.11437356,-0.24468727,0.98510356
HLD,2023,1,0.10553582,0.00866,0.011792,0.01177643,36.497295,1.52124165,125.52524024,-0.62615709,-0.37189546,0.27077671
HLD,2023,2,0.32935777,0.00859345,0.0119272,0.00451768,24.3740349,1.25789174,103.9539604,-0.29649016,-0.76594735,0.28010642
HLD,2023,3,0.11372838,0.008845,0.012427,0.01348069,36.5506235,1.19956488,96.61570997,-0.20477977,-0.68779712,0.28861306
HLD,2023,4,0.28268652,0.00549918,0.00779035,0.00528718,67.6327878,1.24753246,160.55279483,-0.76055641,-0.74647994,0.28712494
HLD,2024,1,0.00448449,0.0050342,0.00706968,0.00450254,20.0272627,1.25612186,179.69547605,0.06585933,-0.06926151,0.30762925
HLD,2024,2,0.37742026,0.00282709,0.00638725,0.00504039,10.22232905,1.26492269,200.09967337,0.30118276,-1.30489015,0.31208445
HLD,2024,3,0.07908675,0.00177749,0.00538312,0.00570355,15.54626605,1.21819559,228.44289361,2.67178714,0.91513759,0.37060988
HLD,2024,4,0.30285769,0.00292057,0.00896586,0.00628145,91.89782788,0.96148185,107.54237371,1.3372781,0.39822302,1.56420844
HLD,2025,1,0.23463341,0.0025714,0.01219236,0.0071682,56.44019915,2.10292762,114.9650304,2.26017729,1.23637699,2.88943322
HLD,2025,2,0.43484098,0.002894,0.01263002,0.00523929,20.72338093,1.5111665,104.15014373,-0.00888977,7.81832993,2.39094462
HMH,2023,1,0.05723224,0.022312,0.025066,0.00034107,98.11043181,0.66841289,26.68352031,-0.14031251,-0.13463224,0.05015804
HMH,2023,2,-0.06022656,0.017153,0.01928,-0.01074288,-124.59380173,0.74682434,38.47403377,-0.04216712,0.1373948,0.05064322
HMH,2023,3,0.06170069,0.03327167,0.03724701,-0.00069882,427.05343577,0.95402866,26.0874869,0.16909944,0.59735123,
HMH,2023,4,-0.02884587,0.01730687,0.01977875,0.00178928,-53.29746845,0.92355336,47.98250811,-0.06989569,0.70788688,
HMH,2024,1,0.10021993,0.02734047,0.03029155,0.00875625,210.76418212,0.80336557,26.87634019,0.20128634,0.57962728,
HMH,2024,2,0.09249354,0.04483407,0.0497059,0.03002994,178.43123439,0.79012714,16.07416338,0.3691002,0.37095964,
HMH,2024,3,0.24100739,0.06763726,0.07537565,0.05615094,842.52291061,0.9945154,13.8759766,0.38902394,0.79560274,
HMH,2024,4,0.06782105,0.07652439,0.08618532,0.06507372,133.151441,0.84369656,10.19763636,0.46707644,1.43555534,0.00938833
HMH,2025,1,0.07232473,0.10782645,0.12166906,0.05868562,847.49278261,0.95131168,8.06805319,0.22454176,-0.04355696,0.00893235
HMH,2025,2,0.074312,0.10318512,0.11733409,0.05690967,144.30405534,0.95300064,7.94262651,0.11142152,-0.06638482,0.00938242
HMR,2023,1,0.11800806,0.07061,0.08005,0.0659584,77.6553799,0.62016006,7.38035014,0.14908634,1.3245931,
HMR,2023,2,0.11594005,0.058541,0.067249,0.06953271,166.14465873,0.59126399,8.50992069,-0.14720328,-0.321269,0.01386168
HMR,2023,3,0.11191346,0.060145,0.069396,0.07156628,519.29935087,0.71038034,10.3756222,0.36383387,-0.02988903,0.00399702
HMR,2023,4,0.13240595,0.068623,0.084823,0.08382316,407.51045106,1.07400514,12.6476659,0.66398452,0.8111911,0.11895064
HMR,2024,1,0.10012877,0.07756616,0.091742,0.09298004,121.27468532,1.84018681,19.60091312,0.96793591,-0.05824493,
HMR,2024,2,0.10563599,0.07554472,0.08664176,0.0840636,101.29363037,1.00953632,11.39746773,-0.34320515,-0.37295771,
HMR,2024,3,0.14769669,0.06514871,0.07414426,0.0742477,352.69037357,0.84777904,11.49812254,-0.42303585,-0.22195478,
HMR,2024,4,0.25297279,0.06297845,0.07786947,0.09038183,499.68357938,0.88945915,11.44247497,-0.09464731,0.51550031,0.00644227
HMR,2025,1,0.03447825,0.06714221,0.07489297,0.08696903,57.76616729,0.89296038,12.25982423,0.21296552,-0.32683372,
HMR,2025,2,0.03494145,0.0617575,0.06939387,0.08128195,43.57337606,0.84709456,12.37268849,0.208753,-0.23323069,
HOM,2023,1,0.01009263,0.013334,0.021867,0.02604959,5.19691628,0.40711592,18.69874532,0.04631143,0.49540058,0.34681689
HOM,2023,2,0.00946047,0.006247,0.010458,0.01865728,3.46601973,0.38973194,36.98461946,-0.41951456,-0.47788711,0.22741351
HOM,2023,3,-0.05805584,-0.01236157,-0.0206924,-0.00030068,-354.05889032,0.35453295,-16.67401038,-0.0490717,-0.47457638,0.26899183
HOM,2023,4,-0.00552385,-0.02092548,-0.03275696,8.73e-05,-71.10310671,0.30222707,-9.01583945,-0.12180294,-0.08678678,0.19078441
HOM,2024,1,-0.11575383,-0.04778666,-0.07722504,-0.0637334,-536.9888146,0.34017612,-4.21861536,-0.22015011,-0.78251637,0.15535659
HOM,2024,2,-0.00059765,-0.04977791,-0.07872768,-0.07110432,3.6165241,0.3076848,-3.81744177,0.38592052,0.11404752,0.12543913
HOM,2024,3,-0.03468251,-0.04093863,-0.06288943,-0.06151699,-149.4189958,0.29519979,-4.59820643,-0.22672195,0.08737515,0.11307536
HOM,2024,4,-0.03550843,-0.04971605,-0.07479864,-0.08559654,-251.55913523,0.32680044,-4.0193081,0.07759196,-0.10163213,0.11019791
HOM,2025,1,-0.00376541,-0.02230878,-0.03347586,-0.04039028,7.15131936,0.35172006,-10.36446889,-0.00420738,2.57201696,0.19274007
HOM,2025,2,0.01724468,-0.01654292,-0.02551682,-0.02960212,98.27619638,0.38195276,-14.98726687,-0.00969723,0.25178834,0.20607742
HTC,2023,1,0.03417201,0.060276,0.12784,0.09268053,527.9293667,1.13265566,9.13081196,-0.00875678,0.0950786,0.07793125
HTC,2023,2,0.04305089,0.06051679,0.12766152,0.02285796,645.76645148,1.12326519,8.8632175,-0.62012535,0.10776236,0.14660083
HTC,2023,3,0.05202136,0.0744668,0.15483818,0.02911784,853.26292738,1.07678595,7.11647659,0.07113019,0.43273587,0.15988647
HTC,2023,4,0.04473135,0.07592904,0.15335163,0.12152164,792.79981895,1.02427653,6.86179131,0.01279645,0.37409961,0.11335428
HTC,2024,1,0.03148298,0.07547258,0.1501556,0.11282,495.98185636,1.19894135,7.8197552,0.04042982,0.16129395,0.14558833
HTC,2024,2,0.03485021,0.06822775,0.13372171,0.10643332,349.18932396,1.15557755,8.10843164,0.01229617,0.0347399,0.16448594
HTC,2024,3,0.03388122,0.05843422,0.11327301,0.09205663,467.55808193,1.5922489,13.34581424,-0.06979394,-0.11470072,0.13006158
HTC,2024,4,0.03537089,0.05114942,0.1001292,0.08260135,545.14686115,1.52785113,14.4788986,-0.07208841,0.011074,0.19107875
HTC,2025,1,0.03424514,0.05065122,0.09978133,0.08397788,466.58550485,1.42598267,13.67256033,0.03467366,0.06627883,0.21097831
HTC,2025,2,0.02361486,0.0539018,0.10556404,0.07854936,449.91136445,1.57970742,14.1509301,-0.01411656,0.01195232,0.15621949
HUT,2023,1,0.17282923,0.004413,0.013002,0.00916669,2.6623716,1.891547,144.56919258,0.22926086,-0.00861753,1.23586558
HUT,2023,2,0.23328957,0.004337,0.012915,0.01015878,36.48595923,4.00301484,152.52097359,0.49987441,0.40551682,1.21874308
HUT,2023,3,0.03266074,0.00319773,0.00955089,0.00460324,8.28177313,2.08994467,162.17521176,7.41973441,1.22675439,0.73982211
HUT,2023,4,-0.01183349,0.00245931,0.00909734,0.00907608,21.37014034,1.77457577,190.46834086,23.6283277,7.78947309,0.73323317
HUT,2024,1,0.01751237,0.00289617,0.00891026,0.00989462,29.15932964,1.74823518,170.72343307,16.57158221,4.19905976,0.75528643
HUT,2024,2,-0.01790815,0.00214314,0.00667703,-0.0016515,4.6493064,1.6998088,230.76564191,18.84005768,2.97182787,0.74294379
HUT,2024,3,0.00455111,0.00246889,0.007828,-0.00362959,19.97864461,1.59988123,208.89487416,2.1421734,1.51581244,0.75835046
HUT,2024,4,0.01351583,0.00560693,0.01828075,0.00592017,121.2858972,1.28758557,70.82752568,0.34433651,0.66111986,0.88442524
HUT,2025,1,0.01890419,0.00556126,0.01836102,0.00700967,31.66380398,2.05121219,94.64815562,0.34591126,0.44882861,0.95263444
HUT,2025,2,0.00817035,0.00540892,0.01849106,0.013355,6.27409302,2.19677238,102.01824221,0.26037531,0.29973867,1.07508916
HVT,2023,1,0.13221063,0.263312,0.428837,0.40637746,3139.1722559,1.39042616,3.65665403,0.17935388,0.06549975,0.13721467
HVT,2023,2,0.05364145,0.21629,0.354015,0.33522723,1554.92792212,1.39500561,3.71774,-0.12055577,-0.44385797,0.19347231
HVT,2023,3,0.00931226,0.145463,0.241914,0.21476107,106.68978133,1.64122127,6.38522121,-0.1661994,-0.64664616,0.33399458
HVT,2023,4,0.03793151,0.09457456,0.16031247,0.03114847,1380.56921746,1.70773592,10.06930007,-0.18222383,-0.49135627,0.39716146
HVT,2024,1,0.05545537,0.06003803,0.10910725,0.07593059,950.49128968,2.32178174,21.66465601,-0.02282728,-0.31805481,0.4755123
HVT,2024,2,0.07262699,0.05833545,0.10784728,0.0848159,1520.30255034,2.50634,22.96583793,0.25207657,0.42479096,0.55913005
HVT,2024,3,0.10359319,0.08993914,0.16818848,0.1327499,2437.13959718,3.06806612,18.88366892,0.24732703,1.41981148,0.40258554
HVT,2024,4,0.11024458,0.10597155,0.19822262,0.17117945,2757.35089264,2.18623465,11.76681079,0.1654173,0.73817752,0.46459144
HVT,2025,1,0.05685043,0.10961018,0.2065927,0.17370426,589.72640523,2.09961644,10.95773475,0.1482131,0.18683933,0.34289573
HVT,2025,2,0.08547438,0.11873936,0.2181986,0.17930142,888.83317436,1.92492036,8.75478818,0.05517714,0.10501521,0.44544476
ICG,2023,1,-1.15966511,0.003012,0.004783,-0.00685624,-49.0297582,0.48435804,99.3577442,0.06908091,-0.10161055,0.02465642
ICG,2023,2,-0.72148978,0.00235022,0.00374418,-0.00647904,-82.921526,0.41068352,107.52259596,0.08669575,0.55765486,0.07453147
ICG,2023,3,-0.71953241,-0.00362221,-0.00601439,0.00449628,-63.04508985,0.47819713,-78.32051388,0.05309965,0.59541067,0.07485049
ICG,2023,4,1.41245533,-0.0158544,-0.02726719,-0.0350488,-211.0212705,0.45488916,-16.16694551,-1.49083988,-1.62303113,0.07593687
ICG,2024,1,-1.2484812,-0.01455505,-0.02624462,-0.03315302,-25.87734225,0.46962174,-17.66997757,-0.12434924,-0.19505463,0.07637322
ICG,2024,2,-0.64999797,-0.01523565,-0.028559,-0.03263288,-113.19886845,0.41857464,-14.46106119,0.01556632,-0.01955198,0.07707849
ICG,2024,3,-0.53244995,-0.01717434,-0.03237257,-0.03191407,-114.28772695,0.47597162,-14.56812121,0.12733984,0.38256972,0.07740262
ICG,2024,4,-0.159086,0.00049894,0.00094112,-0.01041909,216.80260385,0.57163573,596.74535738,3.54120714,2.88134677,0.07862947
ICG,2025,1,-1.26224582,-0.00450961,-0.00856573,-0.02099636,-109.9954004,0.83575857,-96.10190947,0.28384952,0.7448994,0.07927604
ICG,2025,2,-0.92024006,-0.00330937,-0.00649239,-0.02039937,-87.1491777,0.87474667,-127.19917581,0.04163062,0.01926826,0.55433994
IDC,2023,1,0.2061137,0.132239,0.420859,0.27391749,447.83693162,2.93470914,6.78675907,-0.31478194,-0.26954664,0.58793808
IDC,2023,2,0.33115737,0.077859,0.255927,0.19090332,1617.03576997,3.15174378,11.84125703,-0.27216457,-0.52071031,0.58992398
IDC,2023,3,0.21808116,0.06169609,0.21220164,0.04245993,487.70742762,4.00800378,16.90204216,-0.29683648,-0.49615115,0.59066781
IDC,2023,4,0.31771651,0.08024719,0.33392182,0.19633257,1668.52327732,3.72956412,13.30752582,0.85377336,0.64717468,0.56775916
IDC,2024,1,0.40749123,0.11259117,0.39827219,0.27384069,2106.48074142,3.73199414,9.94940732,1.15147349,2.61801308,0.46813782
IDC,2024,2,0.33460113,0.1057592,0.3807063,0.26900947,1310.56041648,3.72476688,9.63527374,-0.10760776,-0.09240858,0.4973788
IDC,2024,3,0.30976196,0.12369042,0.43413612,0.30502824,1548.52674013,3.41360282,8.21514184,0.57642646,0.9577265,0.39624346
IDC,2024,4,0.26103619,0.10931117,0.37702236,0.28391989,1083.08526898,2.13895473,6.01786861,-0.12681536,-0.22572354,0.43509776
IDC,2025,1,0.25041648,0.08900769,0.31160473,0.23370577,1040.23934692,2.69961814,8.97155876,-0.27302667,-0.49795395,0.47871207
IDC,2025,2,0.26010268,0.07948834,0.27330383,0.19775732,901.85807623,2.89507431,11.01291093,-0.17933132,-0.32764456,0.46042971
IDJ,2023,1,0.11223733,0.032557,0.0822,0.04772908,174.5259914,0.56377151,7.10193254,1.90488521,2.13575333,0.10977994
IDJ,2023,2,0.06239799,0.023678,0.059004,0.04998575,93.66094901,0.49696493,8.53001326,1.89846655,1.91974354,0.11086119
IDJ,2023,3,0.17087256,0.01654191,0.04107446,0.0074251,124.4689746,0.52664519,13.03854651,-0.85426525,-0.83599188,0.0744056
IDJ,2023,4,0.17307194,0.023242,0.055725,0.03724478,278.22138794,0.40410049,7.45373364,0.24502773,0.47858558,0.0528288
IDJ,2024,1,0.23755676,0.02138944,0.05074247,0.03710173,87.83357046,0.55467358,11.12661454,-0.72438232,-0.56733868,0.04972755
IDJ,2024,2,0.21566696,0.02800041,0.0647671,0.04929455,261.79390853,0.52224248,8.10827507,-0.15999207,0.07640755,0.04741728
IDJ,2024,3,0.19354943,0.03005077,0.06720325,0.05690861,160.29039252,0.47294548,7.10534329,1.72920987,2.05506115,0.06806274
IDJ,2024,4,0.0558333,0.02149753,0.04687417,0.04324385,16.72380381,0.35348068,7.62157757,-0.19930642,-0.46567964,0.07867154
IDJ,2025,1,0.20272683,0.02152277,0.04519561,0.0445239,71.84422443,0.64415301,14.39043423,0.55109949,0.45864484,0.07923799
IDJ,2025,2,0.05214983,0.01286693,0.02553325,0.03576497,30.95023614,0.58408135,23.00860549,1.39216239,0.46789424,0.08017754
IDV,2023,1,0.45631187,0.07767473,0.18879757,,1010.71702953,1.68310862,9.43085122,1.31668817,0.91878148,0.11851544
IDV,2023,2,0.45337381,0.07588034,0.1836728,,934.52735148,1.55379112,8.74106336,1.17044941,1.11281282,0.11067614
IDV,2023,3,0.25164917,0.09205536,0.21919832,,2268.10575119,1.47811872,7.23752379,-0.33933526,-0.50048675,0.09817258
IDV,2023,4,0.53973509,,,,1014.29028878,,,-0.40869699,-0.07148124,0.19370236
IDV,2024,1,0.54166553,0.08947401,0.20848318,0.07021754,918.04244686,1.67574236,8.22624543,-0.21971357,-0.042019,0.10569978
IDV,2024,2,0.47354349,0.0891638,0.20330435,0.06187695,840.98704883,1.61153455,8.16362889,-0.39190326,-0.47054927,0.09908008
IDV,2024,3,0.27746931,0.07136302,0.16031476,0.06649496,1083.19124933,1.50765867,9.8275614,0.06927747,0.46773514,0.09282975
IDV,2024,4,0.4661426,0.06685413,0.15212872,0.05103734,660.05943438,1.21708755,8.14973692,-0.29767283,-0.3134098,0.10760577
IDV,2025,1,0.40089527,0.06612455,0.14483935,0.04209532,758.89986325,1.25381611,8.8154584,-0.3700321,-0.4189386,0.11812181
IDV,2025,2,0.46259346,0.05808061,0.12669614,0.04077973,390.55969454,1.26350801,10.20506492,0.00886199,0.21726549,0.12605652
INC,2023,1,0.07491717,0.064818,0.090535,0.10137137,133.6780455,1.4984801,16.54223438,-0.32943723,-0.30394689,
INC,2023,2,0.11040534,0.065634,0.092562,0.09906067,382.162205,1.31091596,14.61140541,0.16418942,-0.11343258,
INC,2023,3,0.06629592,0.05880091,0.08198835,0.02172929,150.6877315,1.4984004,18.70317477,-0.2074626,-0.23130085,
INC,2023,4,0.11858304,0.05492169,0.08086333,0.08655117,341.645816,9.91223773,21.52406663,-0.01108226,-0.1744268,
INC,2024,1,0.05988278,0.05216034,0.07533117,0.08102089,86.1464655,2.52538429,32.27007872,-0.14076153,-0.01458275,
INC,2024,2,0.01707254,0.03253651,0.04824089,0.05189198,25.288387,3.01208559,61.11614983,-0.48374924,-0.45442991,0.03858884
INC,2024,3,0.00883455,0.02485863,0.03831307,0.04177512,16.0814995,2.38042261,62.23860744,0.07128096,-0.383407,0.0244564
INC,2024,4,0.06404287,0.00780718,0.01213283,0.01523176,16.0880115,2.54292993,203.3364397,0.12572246,-0.2438336,
INC,2025,1,0.04270248,0.0082642,0.0130381,0.01528783,97.632359,2.27106896,169.57867315,0.3602136,0.01640634,
INC,2025,2,0.11583233,0.02364539,0.03715998,0.04564697,308.8652975,2.09431745,56.76285313,0.869037,0.6500245,
INN,2023,1,0.07499519,0.089414,0.144098,0.13723876,1110.49816706,1.13258873,8.35469626,-0.09902191,0.23268836,0.10548691
INN,2023,2,0.07231704,0.090955,0.142144,0.13751898,1110.369153,1.28858329,9.11988413,-0.14746535,-0.12085159,0.08455641
INN,2023,3,0.07036996,0.09021163,0.14114945,0.03385136,1247.18726367,1.36948854,9.9122399,-0.11067028,0.06834377,0.12504302
INN,2023,4,0.05791707,0.09531158,0.15890853,0.14595942,2045.33028256,1.437658,9.51777145,-0.07174692,0.05952062,0.16771779
INN,2024,1,0.07929895,0.10339355,0.16186255,0.15127825,1342.45675561,1.40857656,9.27216433,0.09311953,0.03516106,0.03172152
INN,2024,2,0.08357216,0.10480629,0.16806137,0.16317298,1470.281429,1.50150599,8.98675003,0.18382099,0.22264076,0.05424817
INN,2024,3,0.06992488,0.10739723,0.17186545,0.16680038,1541.17705478,1.41459981,8.41786736,0.17388455,0.12532638,0.07468427
INN,2024,4,0.06258054,0.09927275,0.16545038,0.15980425,1978.88812444,1.51920411,9.60883915,0.15925109,0.17031018,0.1691971
INN,2025,1,0.08327649,0.10586402,0.16561352,0.16735453,1476.1302895,1.44422049,9.25704104,0.00399556,-0.01236747,0.01451544
INN,2025,2,0.09033715,0.10702127,0.16473878,0.16773417,1701.26948761,1.40070845,8.96885222,0.04454791,0.14610902,0.18088192
IPA,2023,1,0.18277809,-0.024612,-0.064859,0.00546697,-692.6188406,1.10180603,-15.57834638,-0.14786911,-0.31473284,1.21805329
IPA,2023,2,0.38723677,-0.004293,-0.011134,0.00047243,719.85319456,0.83157986,-64.54331108,-0.34699267,-0.51787757,1.16325357
IPA,2023,3,0.33324141,-0.00571818,-0.01484945,0.00563476,573.5073864,0.93269363,-65.11819784,0.36323179,0.42772949,1.19840715
IPA,2023,4,0.17055353,0.033919,0.083478,0.00891114,850.51072265,0.79756858,10.0235248,0.8673375,0.13068761,1.08041436
IPA,2024,1,0.11558356,0.06251552,0.15363152,0.00984437,470.5614172,0.73405668,5.08714563,0.34073056,-0.03070056,0.95087078
IPA,2024,2,0.4193265,0.05270278,0.1251586,0.01524465,573.11443881,0.71946154,5.94658823,2.32531354,3.10608388,0.9784684
IPA,2024,3,0.307003,0.05362441,0.12122394,0.015793,573.11443881,0.58561924,4.9942092,0.24588841,0.09883611,0.89710495
IPA,2024,4,0.42212447,0.0477577,0.10582957,0.02238121,572.11972883,0.66569582,6.70422448,0.38605188,1.55271212,0.83893062
IPA,2025,1,0.22633864,0.03784751,0.08068851,0.022896,83.45121075,0.92803244,11.97098566,0.23516945,0.6580397,0.82561685
IPA,2025,2,0.13082898,0.04292472,0.08971614,0.01773435,527.34214458,1.182036,13.66721175,-0.48027375,-0.61064964,0.81625081
ITQ,2023,1,0.0266621,-0.038689,-0.063082,-0.03161448,15.87604186,0.29871313,-4.60049833,-0.44244783,-0.26932271,0.36967912
ITQ,2023,2,0.02208996,-0.0385168,-0.0621035,,22.91082367,0.24041376,-3.8254623,-0.2331543,-0.10939827,0.34289414
ITQ,2023,3,0.01584817,-0.03383257,-0.05466815,7.504e-05,4.86670912,0.26918974,-4.93167509,0.64393162,0.61927161,0.36903621
ITQ,2023,4,0.02003602,0.00360419,0.00581122,0.0247867,17.85717042,0.27841007,48.0296219,-0.24615509,1.57671137,0.33878156
ITQ,2024,1,0.01596103,0.00344889,0.00547424,0.02431898,11.35672349,0.26856901,49.13019662,0.11352833,-0.21313842,0.33794508
ITQ,2024,2,0.01170373,0.00231331,0.00366182,0.01890025,4.06851048,0.26851628,73.39620092,-0.03221336,0.22374915,0.33296957
ITQ,2024,3,0.01060964,0.00253383,0.00398145,0.01793041,8.229528,0.26833771,67.45048567,-0.03974333,-0.01738712,0.42513914
ITQ,2024,4,0.01101014,0.00198028,0.00315601,0.01524994,9.26103132,0.23939822,75.9513823,0.06184577,-0.29909386,0.36011021
ITQ,2025,1,0.01857135,0.00150849,0.00241598,0.01553529,3.65778464,0.27764466,115.00244834,-0.02197566,0.0525451,0.41526979
ITQ,2025,2,0.02135491,0.00237883,0.00389934,0.01901193,19.58341585,0.29634565,76.10768633,0.14866204,-0.052043,0.48409862
IVS,2023,1,0.33149296,0.024596,0.025911,0.00789259,117.88327456,1.25268434,48.7096069,-0.46021393,-0.29534912,0.05704175
IVS,2023,2,0.64028327,0.026258,0.028092,0.02098815,119.50096741,0.89412941,32.22766163,0.40644856,1.17501462,0.06715103
IVS,2023,3,0.46275247,0.03160749,0.03383554,0.00798778,115.98648645,0.93064508,27.93610945,0.46208109,1.02097782,0.01899994
IVS,2023,4,0.17028611,0.03426181,0.03642472,0.03801452,36.15815106,1.02857553,28.75268171,0.32944418,1.05847314,
IVS,2024,1,0.40639313,0.03197958,0.03316583,0.04094769,88.66587749,1.02937721,31.36175379,0.46251698,0.34267915,0.01904661
IVS,2024,2,0.3494503,0.02754435,0.02852628,0.02892476,71.32312386,0.89602211,31.71718382,-0.28470885,-0.43787218,0.06120824
IVS,2024,3,0.34249214,0.02254735,0.02373675,0.024351,65.13013451,1.85352399,40.49881599,-0.1652775,-0.23135661,0.08956171
IVS,2024,4,0.1688259,0.02045173,0.0224149,0.02292456,21.72175547,1.35865326,43.80504915,-0.04023123,-0.06265185,0.16612414
IVS,2025,1,0.36916106,0.01577417,0.01735625,0.01965007,39.37748629,0.88704965,48.21214529,-0.03713085,-0.05783903,0.06575539
